Carrier,Month,DeviceModel,Number of Customers
"SPRINT","April","ASDASDASDPH-L520ZW123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-L600ZK123ASDASDASDPR","4"
"SPRINT","April","ASDASDASDPH-L600ZW123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","35"
"SPRINT","April","ASDASDASDPH-L900ZW123ASDASDASDPR","9"
"SPRINT","April","ASDASDASDPH-LASD00ZK123ASDASDASDPR","2"
"SPRINT","April","ASDASDASDPH-LASD10MB123ASDASDASDPR","86"
"SPRINT","April","ASDASDASDPH-LASD10MBBASDASDASDPR","17"
"SPRINT","April","ASDASDASDPH-LASD10RWBASDASDASDPR","15"
"SPRINT","April","ASDASDASDPH-LASD10ZPBASDASDASDPR","5"
"SPRINT","April","ASDASDASDPH-LASD20ZB123ASDASDASDPR","5"
"SPRINT","April","ASDASDASDPH-LASD20ZK123ASDASDASDPR","31"
"SPRINT","April","ASDASDASDPH-LASD20ZP123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-LASD20ZW123ASDASDASDPR","15"
"SPRINT","April","ASDASDASDPH-M320ZASDASDASD123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-M550CR123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-M550ZK123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-M560GN123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-M5QWE0ZK123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-M900ZK123ASDASDASDPR","5"
"SPRINT","April","ASDASDASDPH-M910ZK123ASDASDASDPR","1"
"SPRINT","April","ASDASDASDPH-P100ZK123ASDASDASDPR","2"
"SPRINT","August","ASDASDASDM-G860PZB123ASDASDASDPR","2"
"SPRINT","August","ASDASDASDM-G860PZR123ASDASDASDPR","8"
"SPRINT","August","ASDASDASDM-G900PZD123ASDASDASDPR","14"
"SPRINT","August","ASDASDASDM-G900PZK123ASDASDASDPR","21"
"SPRINT","August","ASDASDASDM-G900PZW123ASDASDASDPR","16"
"SPRINT","August","ASDASDASDM-N900PZKEASDASDASDPR","11"
"SPRINT","August","ASDASDASDM-N900PZWEASDASDASDPR","5"
"SPRINT","August","ASDASDASDM-N910PZKEASDASDASDPR","5"
"SPRINT","August","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-1236QWE0ZK123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-DASD00ZK123ASDASDASDPR","2"
"SPRINT","August","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","9"
"SPRINT","August","ASDASDASDPH-L520ZK123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-L520ZW123ASDASDASDPR","2"
"SPRINT","August","ASDASDASDPH-L600ZK123ASDASDASDPR","2"
"SPRINT","August","ASDASDASDPH-L600ZW123ASDASDASDPR","2"
"SPRINT","August","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","24"
"SPRINT","August","ASDASDASDPH-L900ZW123ASDASDASDPR","4"
"SPRINT","August","ASDASDASDPH-LASD00ZK123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-LASD10MB123ASDASDASDPR","168"
"SPRINT","August","ASDASDASDPH-LASD10MBBASDASDASDPR","9"
"SPRINT","August","ASDASDASDPH-LASD10RWBASDASDASDPR","12"
"SPRINT","August","ASDASDASDPH-LASD10ZPBASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-LASD20ZK123ASDASDASDPR","80"
"SPRINT","August","ASDASDASDPH-LASD20ZP123ASDASDASDPR","3"
"SPRINT","August","ASDASDASDPH-LASD20ZW123ASDASDASDPR","18"
"SPRINT","August","ASDASDASDPH-M350TI123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-M350ZK123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-M520ZASDASDASD123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-M550WASDASDASD123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-M550ZK123ASDASDASDPR","2"
"SPRINT","August","ASDASDASDPH-M5QWE0ZR123ASDASDASDPR","1"
"SPRINT","August","ASDASDASDPH-M800ZK123ASDASDASDPR","7"
"SPRINT","August","ASDASDASDPH-M900ZK123ASDASDASDPR","3"
"SPRINT","August","ASDASDASDPH-M910ZK123ASDASDASDPR","3"
"SPRINT","December","ASDASDASDM-G860PZB123ASDASDASDPR","6"
"SPRINT","December","ASDASDASDM-G860PZR123ASDASDASDPR","17"
"SPRINT","December","ASDASDASDM-G900PZD123ASDASDASDPR","11"
"SPRINT","December","ASDASDASDM-G900PZK123ASDASDASDPR","40"
"SPRINT","December","ASDASDASDM-G900PZW123ASDASDASDPR","22"
"SPRINT","December","ASDASDASDM-N900PZKEASDASDASDPR","30"
"SPRINT","December","ASDASDASDM-N900PZWEASDASDASDPR","10"
"SPRINT","December","ASDASDASDM-N910PZKEASDASDASDPR","25"
"SPRINT","December","ASDASDASDM-N910PZWEASDASDASDPR","21"
"SPRINT","December","ASDASDASDM-N915PZKEASDASDASDPR","7"
"SPRINT","December","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","54"
"SPRINT","December","ASDASDASDM-T23ASDPYK123ASDASDASDPR","8"
"SPRINT","December","ASDASDASDM-T80ASDPTASDASDASD123ASDASDASDPR","2"
"SPRINT","December","ASDASDASDPH-1236QWE0ZK123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-DASD00ZK123ASDASDASDPR","6"
"SPRINT","December","ASDASDASDPH-DASD10ZK123ASDASDASDPR","2"
"SPRINT","December","ASDASDASDPH-DASD20ZK123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","12"
"SPRINT","December","ASDASDASDPH-L520ZK123ASDASDASDPR","11"
"SPRINT","December","ASDASDASDPH-L520ZW123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-L600ZK123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-L600ZW123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","54"
"SPRINT","December","ASDASDASDPH-L900ZW123ASDASDASDPR","3"
"SPRINT","December","ASDASDASDPH-LASD10MB123ASDASDASDPR","293"
"SPRINT","December","ASDASDASDPH-LASD10MBBASDASDASDPR","15"
"SPRINT","December","ASDASDASDPH-LASD10RWBASDASDASDPR","20"
"SPRINT","December","ASDASDASDPH-LASD10ZPBASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-LASD20ZB123ASDASDASDPR","59"
"SPRINT","December","ASDASDASDPH-LASD20ZK123ASDASDASDPR","29"
"SPRINT","December","ASDASDASDPH-LASD20ZP123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-LASD20ZW123ASDASDASDPR","11"
"SPRINT","December","ASDASDASDPH-M320ZASDASDASD123ASDASDASDPR","3"
"SPRINT","December","ASDASDASDPH-M520ZASDASDASD123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-M5QWE0ZK123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-M5QWE0ZR123ASDASDASDPR","2"
"SPRINT","December","ASDASDASDPH-M800ZK123ASDASDASDPR","2"
"SPRINT","December","ASDASDASDPH-M900ZK123ASDASDASDPR","4"
"SPRINT","December","ASDASDASDPH-M910ZK123ASDASDASDPR","4"
"SPRINT","December","ASDASDASDPH-M920ZK123ASDASDASDPR","1"
"SPRINT","December","ASDASDASDPH-P100ZK123ASDASDASDPR","3"
"SPRINT","December","GT-PASD510M123DASDASDASDPR","1"
"SPRINT","February","ASDASDASDM-G860PZR123ASDASDASDPR","7"
"SPRINT","February","ASDASDASDM-G900PZD123ASDASDASDPR","14"
"SPRINT","February","ASDASDASDM-G900PZK123ASDASDASDPR","28"
"SPRINT","February","ASDASDASDM-G900PZW123ASDASDASDPR","12"
"SPRINT","February","ASDASDASDM-N900PZKEASDASDASDPR","29"
"SPRINT","February","ASDASDASDM-N900PZWEASDASDASDPR","17"
"SPRINT","February","ASDASDASDM-N910PZKEASDASDASDPR","24"
"SPRINT","February","ASDASDASDM-N910PZWEASDASDASDPR","17"
"SPRINT","February","ASDASDASDM-N915PZKEASDASDASDPR","6"
"SPRINT","February","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","58"
"SPRINT","February","ASDASDASDM-T23ASDPYK123ASDASDASDPR","20"
"SPRINT","February","ASDASDASDM-T80ASDPTASDASDASD123ASDASDASDPR","1"
"SPRINT","February","ASDASDASDPH-D600ZK123ASDASDASDPR","1"
"SPRINT","February","ASDASDASDPH-DASD00ZK123ASDASDASDPR","2"
"SPRINT","February","ASDASDASDPH-DASD10ZK123ASDASDASDPR","2"
"SPRINT","February","ASDASDASDPH-DASD10ZW123ASDASDASDPR","1"
"SPRINT","February","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","8"
"SPRINT","February","ASDASDASDPH-L520ZK123ASDASDASDPR","9"
"SPRINT","February","ASDASDASDPH-L520ZW123ASDASDASDPR","2"
"SPRINT","February","ASDASDASDPH-L600ZK123ASDASDASDPR","9"
"SPRINT","February","ASDASDASDPH-L600ZW123ASDASDASDPR","2"
"SPRINT","February","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","44"
"SPRINT","February","ASDASDASDPH-L900ZW123ASDASDASDPR","13"
"SPRINT","February","ASDASDASDPH-LASD10MB123ASDASDASDPR","94"
"SPRINT","February","ASDASDASDPH-LASD10MBBASDASDASDPR","23"
"SPRINT","February","ASDASDASDPH-LASD10RW123ASDASDASDPR","1"
"SPRINT","February","ASDASDASDPH-LASD10RWBASDASDASDPR","20"
"SPRINT","February","ASDASDASDPH-LASD10ZPBASDASDASDPR","3"
"SPRINT","February","ASDASDASDPH-LASD20ZB123ASDASDASDPR","15"
"SPRINT","February","ASDASDASDPH-LASD20ZK123ASDASDASDPR","33"
"SPRINT","February","ASDASDASDPH-LASD20ZP123ASDASDASDPR","5"
"SPRINT","February","ASDASDASDPH-LASD20ZW123ASDASDASDPR","33"
"SPRINT","February","ASDASDASDPH-M300ZR123ASDASDASDPR","1"
"SPRINT","February","ASDASDASDPH-M350ZR123ASDASDASDPR","1"
"SPRINT","February","ASDASDASDPH-M520ZASDASDASD123ASDASDASDPR","1"
"SPRINT","February","ASDASDASDPH-M5QWE0ZK123ASDASDASDPR","2"
"SPRINT","February","ASDASDASDPH-M800PRBASDASDASDPR","2"
"SPRINT","February","ASDASDASDPH-M800ZK123ASDASDASDPR","5"
"SPRINT","February","ASDASDASDPH-M810H123123ASDASDASDPR","1"
"SPRINT","February","ASDASDASDPH-M900ZK123ASDASDASDPR","2"
"SPRINT","February","ASDASDASDPH-M910ZK123ASDASDASDPR","2"
"SPRINT","February","ASDASDASDPH-P100ZK123ASDASDASDPR","4"
"SPRINT","February","ASDASDASDPH-P500TASDASDASD123ASDASDASDPR","2"
"SPRINT","January","ASDASDASDM-G860PZB123ASDASDASDPR","7"
"SPRINT","January","ASDASDASDM-G860PZR123ASDASDASDPR","11"
"SPRINT","January","ASDASDASDM-G900PZD123ASDASDASDPR","9"
"SPRINT","January","ASDASDASDM-G900PZK123ASDASDASDPR","26"
"SPRINT","January","ASDASDASDM-G900PZW123ASDASDASDPR","19"
"SPRINT","January","ASDASDASDM-N900PZKEASDASDASDPR","33"
"SPRINT","January","ASDASDASDM-N900PZWEASDASDASDPR","9"
"SPRINT","January","ASDASDASDM-N910PZKEASDASDASDPR","21"
"SPRINT","January","ASDASDASDM-N910PZWEASDASDASDPR","14"
"SPRINT","January","ASDASDASDM-N915PZKEASDASDASDPR","8"
"SPRINT","January","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","71"
"SPRINT","January","ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR","1"
"SPRINT","January","ASDASDASDM-T23ASDPYK123ASDASDASDPR","4"
"SPRINT","January","ASDASDASDPH-DASD00ZK123ASDASDASDPR","5"
"SPRINT","January","ASDASDASDPH-DASD10ZK123ASDASDASDPR","3"
"SPRINT","January","ASDASDASDPH-DASD10ZW123ASDASDASDPR","2"
"SPRINT","January","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","11"
"SPRINT","January","ASDASDASDPH-L520ZK123ASDASDASDPR","8"
"SPRINT","January","ASDASDASDPH-L520ZW123ASDASDASDPR","4"
"SPRINT","January","ASDASDASDPH-L600ZK123ASDASDASDPR","4"
"SPRINT","January","ASDASDASDPH-L600ZW123ASDASDASDPR","2"
"SPRINT","January","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","86"
"SPRINT","January","ASDASDASDPH-L900ZW123ASDASDASDPR","3"
"SPRINT","January","ASDASDASDPH-LASD10MB123ASDASDASDPR","293"
"SPRINT","January","ASDASDASDPH-LASD10MBBASDASDASDPR","8"
"SPRINT","January","ASDASDASDPH-LASD10RWBASDASDASDPR","3"
"SPRINT","January","ASDASDASDPH-LASD20ZB123ASDASDASDPR","65"
"SPRINT","January","ASDASDASDPH-LASD20ZK123ASDASDASDPR","51"
"SPRINT","January","ASDASDASDPH-LASD20ZP123ASDASDASDPR","3"
"SPRINT","January","ASDASDASDPH-LASD20ZW123ASDASDASDPR","13"
"SPRINT","January","ASDASDASDPH-M320ZASDASDASD123ASDASDASDPR","2"
"SPRINT","January","ASDASDASDPH-M350TI123ASDASDASDPR","2"
"SPRINT","January","ASDASDASDPH-M360ZK123ASDASDASDPR","1"
"SPRINT","January","ASDASDASDPH-M550CR123ASDASDASDPR","1"
"SPRINT","January","ASDASDASDPH-M550ZK123ASDASDASDPR","2"
"SPRINT","January","ASDASDASDPH-M560GN123ASDASDASDPR","1"
"SPRINT","January","ASDASDASDPH-M5QWE0ZK123ASDASDASDPR","1"
"SPRINT","January","ASDASDASDPH-M800PRBASDASDASDPR","1"
"SPRINT","January","ASDASDASDPH-M800ZK123ASDASDASDPR","4"
"SPRINT","January","ASDASDASDPH-M910ZK123ASDASDASDPR","1"
"SPRINT","January","ASDASDASDPH-P100ZK123ASDASDASDPR","2"
"SPRINT","January","ASDASDASDPH-P500TASDASDASD123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDM-G860PZB123ASDASDASDPR","2"
"SPRINT","July","ASDASDASDM-G860PZR123ASDASDASDPR","2"
"SPRINT","July","ASDASDASDM-G900PZD123ASDASDASDPR","16"
"SPRINT","July","ASDASDASDM-G900PZK123ASDASDASDPR","22"
"SPRINT","July","ASDASDASDM-G900PZW123ASDASDASDPR","26"
"SPRINT","July","ASDASDASDM-N900PZKEASDASDASDPR","8"
"SPRINT","July","ASDASDASDM-N900PZWEASDASDASDPR","10"
"SPRINT","July","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","2"
"SPRINT","July","ASDASDASDPH-123900PK123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-DASD10ZW123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-DASD20ZK123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","14"
"SPRINT","July","ASDASDASDPH-L520ZK123ASDASDASDPR","2"
"SPRINT","July","ASDASDASDPH-L520ZW123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-L600ZK123ASDASDASDPR","5"
"SPRINT","July","ASDASDASDPH-L600ZW123ASDASDASDPR","4"
"SPRINT","July","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","39"
"SPRINT","July","ASDASDASDPH-L900ZW123ASDASDASDPR","4"
"SPRINT","July","ASDASDASDPH-LASD10MB123ASDASDASDPR","232"
"SPRINT","July","ASDASDASDPH-LASD10MBBASDASDASDPR","18"
"SPRINT","July","ASDASDASDPH-LASD10RWBASDASDASDPR","19"
"SPRINT","July","ASDASDASDPH-LASD10ZPBASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-LASD20ZB123ASDASDASDPR","3"
"SPRINT","July","ASDASDASDPH-LASD20ZK123ASDASDASDPR","80"
"SPRINT","July","ASDASDASDPH-LASD20ZP123ASDASDASDPR","3"
"SPRINT","July","ASDASDASDPH-LASD20ZW123ASDASDASDPR","12"
"SPRINT","July","ASDASDASDPH-M300ZR123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-M320ZASDASDASD123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-M520ZASDASDASD123ASDASDASDPR","2"
"SPRINT","July","ASDASDASDPH-M560GN123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-M580ZB123ASDASDASDPR","1"
"SPRINT","July","ASDASDASDPH-M800ZK123ASDASDASDPR","13"
"SPRINT","July","ASDASDASDPH-M900ZK123ASDASDASDPR","2"
"SPRINT","July","ASDASDASDPH-M910ZK123ASDASDASDPR","2"
"SPRINT","June","ASDASDASDM-G900PZD123ASDASDASDPR","10"
"SPRINT","June","ASDASDASDM-G900PZK123ASDASDASDPR","44"
"SPRINT","June","ASDASDASDM-G900PZW123ASDASDASDPR","22"
"SPRINT","June","ASDASDASDM-N900PZKEASDASDASDPR","18"
"SPRINT","June","ASDASDASDM-N900PZWEASDASDASDPR","7"
"SPRINT","June","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","6"
"SPRINT","June","ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-DASD00ZK123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-DASD10ZK123ASDASDASDPR","2"
"SPRINT","June","ASDASDASDPH-DASD10ZW123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-DASD20ZK123ASDASDASDPR","2"
"SPRINT","June","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","12"
"SPRINT","June","ASDASDASDPH-L520ZK123ASDASDASDPR","2"
"SPRINT","June","ASDASDASDPH-L520ZW123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-L600ZK123ASDASDASDPR","8"
"SPRINT","June","ASDASDASDPH-L600ZW123ASDASDASDPR","3"
"SPRINT","June","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","28"
"SPRINT","June","ASDASDASDPH-L900ZW123ASDASDASDPR","7"
"SPRINT","June","ASDASDASDPH-LASD10MB123ASDASDASDPR","164"
"SPRINT","June","ASDASDASDPH-LASD10MBBASDASDASDPR","17"
"SPRINT","June","ASDASDASDPH-LASD10RWBASDASDASDPR","14"
"SPRINT","June","ASDASDASDPH-LASD10ZPBASDASDASDPR","2"
"SPRINT","June","ASDASDASDPH-LASD20ZB123ASDASDASDPR","5"
"SPRINT","June","ASDASDASDPH-LASD20ZK123ASDASDASDPR","88"
"SPRINT","June","ASDASDASDPH-LASD20ZP123ASDASDASDPR","4"
"SPRINT","June","ASDASDASDPH-LASD20ZW123ASDASDASDPR","10"
"SPRINT","June","ASDASDASDPH-M350TI123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-M350ZR123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-M380ZK123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-M580ZK123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-M5ASD0EG123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-M800ZK123ASDASDASDPR","8"
"SPRINT","June","ASDASDASDPH-M810H123123ASDASDASDPR","1"
"SPRINT","June","ASDASDASDPH-P500TASDASDASD123ASDASDASDPR","1"
"SPRINT","June","GT-PASD510FK123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDM-G860PZB123ASDASDASDPR","8"
"SPRINT","March","ASDASDASDM-G860PZR123ASDASDASDPR","8"
"SPRINT","March","ASDASDASDM-G900PZD123ASDASDASDPR","14"
"SPRINT","March","ASDASDASDM-G900PZK123ASDASDASDPR","24"
"SPRINT","March","ASDASDASDM-G900PZW123ASDASDASDPR","17"
"SPRINT","March","ASDASDASDM-N900PZKEASDASDASDPR","29"
"SPRINT","March","ASDASDASDM-N900PZWEASDASDASDPR","11"
"SPRINT","March","ASDASDASDM-N910PZKEASDASDASDPR","30"
"SPRINT","March","ASDASDASDM-N910PZWEASDASDASDPR","17"
"SPRINT","March","ASDASDASDM-N915PZKEASDASDASDPR","5"
"SPRINT","March","ASDASDASDM-T21ASDASDASDASDZK123ASDASDASDPR","17"
"SPRINT","March","ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR","2"
"SPRINT","March","ASDASDASDM-T23ASDPYK123ASDASDASDPR","11"
"SPRINT","March","ASDASDASDM-T80ASDPTASDASDASD123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-DASD00ZK123ASDASDASDPR","6"
"SPRINT","March","ASDASDASDPH-DASD10ZW123ASDASDASDPR","2"
"SPRINT","March","ASDASDASDPH-L300ZASDASDASD123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-L520ZK123ASDASDASDPR","5"
"SPRINT","March","ASDASDASDPH-L520ZW123ASDASDASDPR","6"
"SPRINT","March","ASDASDASDPH-L600ZK123ASDASDASDPR","4"
"SPRINT","March","ASDASDASDPH-L900TASDASDASD123ASDASDASDPR","57"
"SPRINT","March","ASDASDASDPH-L900ZW123ASDASDASDPR","17"
"SPRINT","March","ASDASDASDPH-LASD10MB123ASDASDASDPR","137"
"SPRINT","March","ASDASDASDPH-LASD10MBBASDASDASDPR","43"
"SPRINT","March","ASDASDASDPH-LASD10RWBASDASDASDPR","33"
"SPRINT","March","ASDASDASDPH-LASD10ZPBASDASDASDPR","5"
"SPRINT","March","ASDASDASDPH-LASD20ZB123ASDASDASDPR","13"
"SPRINT","March","ASDASDASDPH-LASD20ZK123ASDASDASDPR","33"
"SPRINT","March","ASDASDASDPH-LASD20ZP123ASDASDASDPR","4"
"SPRINT","March","ASDASDASDPH-LASD20ZW123ASDASDASDPR","25"
"SPRINT","March","ASDASDASDPH-M300ZR123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-M520ZASDASDASD123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-M550CR123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-M560GN123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-M5QWE0ZR123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-M800PRBASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-M800ZK123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-M900ZK123ASDASDASDPR","6"
"SPRINT","March","ASDASDASDPH-M920ZK123ASDASDASDPR","1"
"SPRINT","March","ASDASDASDPH-P100ZK123ASDASDASDPR","1"
"SPRINT","May","ASDASDASDM-G900PZK123ASDASDASDPR","49"
"SPRINT","May","ASDASDASDM-G900PZW123ASDASDASDPR","48"
"SPRINT","May","ASDASDASDM-N900PZKEASDASDASDPR","20"
"SPRINT","May","ASDASDASDM-N900PZWEASDASDASDPR","11"
"SPRINT","May","ASDASDASDM-T21ASDASDASDASDZW123ASDASDASDPR","1"
