"57_BRX Welcome Stream","","T1","","2013-05-25","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T1","","2013-05-27","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T1","","2013-05-29","2","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T1","","2013-05-30","0","0","0","NULL","NULL","NULL","NULL"
"57_BRX Welcome Stream","","T1","","2013-06-01","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T1","","2013-06-03","2","2","1","1.0000","0.5000","0.5000","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-04","1","0","0","0.0000","NULL","0.0000","NULL"
"57_BRX Welcome Stream","","T1","","2013-06-05","16","2","2","0.1250","1.0000","0.1250","0.5000"
"57_BRX Welcome Stream","","T1","","2013-06-06","26","10","0","0.3846","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-07","32","10","1","0.3125","0.1000","0.0313","0.1000"
"57_BRX Welcome Stream","","T1","","2013-06-08","32","6","0","0.1875","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-09","56","17","3","0.3036","0.1765","0.0536","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-10","44","10","1","0.2273","0.1000","0.0227","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-11","28","10","4","0.3571","0.4000","0.1429","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-12","25","9","2","0.3600","0.2222","0.0800","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-14","27","7","3","0.2593","0.4286","0.1111","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-15","29","6","2","0.2069","0.3333","0.0690","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-16","35","12","4","0.3429","0.3333","0.1143","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-17","32","7","3","0.2188","0.4286","0.0938","0.1429"
"57_BRX Welcome Stream","","T1","","2013-06-18","45","17","3","0.3778","0.1765","0.0667","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-19","43","14","2","0.3256","0.1429","0.0465","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-20","34","8","1","0.2353","0.1250","0.0294","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-21","42","12","2","0.2857","0.1667","0.0476","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-22","32","7","0","0.2188","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-23","35","10","3","0.2857","0.3000","0.0857","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-24","33","12","2","0.3636","0.1667","0.0606","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-25","33","8","1","0.2424","0.1250","0.0303","0.1250"
"57_BRX Welcome Stream","","T1","","2013-06-26","33","13","5","0.3939","0.3846","0.1515","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-27","24","8","3","0.3333","0.3750","0.1250","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-28","34","10","2","0.2941","0.2000","0.0588","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-29","31","8","0","0.2581","0.0000","0.0000","0.0000"
"57_BRX Welcome Stream","","T1","","2013-06-30","42","18","2","0.4286","0.1111","0.0476","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-01","36","8","2","0.2222","0.2500","0.0556","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-02","35","17","2","0.4857","0.1176","0.0571","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-03","40","11","5","0.2750","0.4545","0.1250","0.0000"
"57_BRX Welcome Stream","","T1","","2013-07-04","32","7","1","0.2188","0.1429","0.0313","0.0000"
